,lat,lon,Severity,filename
10946,38.884,-77.013,2.333333333333333,38.884_-77.013
1165,28.069,-82.739,2.014705882352941,28.069_-82.739
22020,40.696,-73.981,2.0,40.696_-73.981
19367,35.691,-78.57300000000001,2.0,35.691_-78.57300000000001
18632,37.683,-121.054,2.0,37.683_-121.054
3209,32.875,-96.771,2.4,32.875_-96.771
9390,37.665,-122.397,2.03125,37.665_-122.397
3978,33.645,-117.172,2.12,33.645_-117.172
14602,41.764,-72.63,2.1153846153846154,41.764_-72.63
13764,40.812,-73.13,2.5,40.812_-73.13
1626,29.614,-82.34100000000001,2.2222222222222223,29.614_-82.34100000000001
19055,34.883,-82.199,2.0,34.883_-82.199
22845,33.072,-117.071,2.0,33.072_-117.071
25238,44.919,-93.275,2.0,44.919_-93.275
1365,28.528,-81.387,2.260869565217391,28.528_-81.387
4346,33.767,-84.533,2.111111111111111,33.767_-84.533
24279,28.599,-81.208,2.0,28.599_-81.208
26079,34.072,-118.1,2.0,34.072_-118.1
6330,34.068,-117.4,2.0625,34.068_-117.4
26567,34.147,-81.242,2.0,34.147_-81.242
23888,30.427,-91.138,2.0,30.427_-91.138
5556,33.997,-117.866,2.142857142857143,33.997_-117.866
10502,38.657,-78.671,2.1666666666666665,38.657_-78.671
8436,36.666,-121.686,2.057142857142857,36.666_-121.686
24680,28.088,-82.453,2.0,28.088_-82.453
13148,40.674,-73.802,2.0930232558139537,40.674_-73.802
18314,34.34,-117.459,2.0,34.34_-117.459
11879,39.384,-76.524,2.3529411764705883,39.384_-76.524
24750,41.567,-87.312,2.0,41.567_-87.312
14921,41.931,-87.92,2.125,41.931_-87.92
18319,45.441,-94.567,2.0,45.441_-94.567
232,25.81,-80.322,2.083333333333333,25.81_-80.322
17979,25.763,-80.306,2.0,25.763_-80.306
13760,40.811,-74.447,2.21875,40.811_-74.447
14280,41.297,-72.917,2.142857142857143,41.297_-72.917
8096,35.798,-78.569,2.142857142857143,35.798_-78.569
19452,38.557,-121.473,2.0,38.557_-121.473
10924,38.881,-77.029,2.046511627906977,38.881_-77.029
20295,28.603,-81.308,2.0,28.603_-81.308
11218,39.009,-94.694,2.2857142857142856,39.009_-94.694
17688,33.829,-117.464,2.0,33.829_-117.464
2828,32.763,-96.701,2.125,32.763_-96.701
22970,27.826,-82.667,2.0,27.826_-82.667
19916,25.845,-80.241,2.0,25.845_-80.241
20628,37.126,-120.253,2.0,37.126_-120.253
22188,25.937,-80.205,2.0,25.937_-80.205
9814,37.905,-122.516,2.0576923076923075,37.905_-122.516
24443,34.152,-118.142,2.0,34.152_-118.142
7497,34.819,-82.292,2.4375,34.819_-82.292
27506,30.439,-91.008,1.9259259259259256,30.439_-91.008
21824,37.69,-122.13,2.0,37.69_-122.13
13172,40.682,-73.666,2.576923076923077,40.682_-73.666
2882,32.773,-96.796,2.0930232558139537,32.773_-96.796
1010,27.713,-82.435,2.1538461538461537,27.713_-82.435
23532,36.209,-86.777,2.0,36.209_-86.777
11957,39.441,-76.635,2.4782608695652173,39.441_-76.635
12355,39.854,-75.367,2.1666666666666665,39.854_-75.367
26604,40.908,-123.708,2.0,40.908_-123.708
14287,41.305,-72.915,2.1818181818181817,41.305_-72.915
11720,39.263,-76.56700000000001,2.1578947368421053,39.263_-76.56700000000001
14076,41.04,-73.58200000000001,2.21875,41.04_-73.58200000000001
16022,44.861,-93.464,2.055555555555556,44.861_-93.464
753,26.48,-81.794,2.1538461538461537,26.48_-81.794
2800,32.759,-97.062,2.5277777777777777,32.759_-97.062
22072,27.389,-82.506,2.0,27.389_-82.506
19802,34.067,-117.57,2.0,34.067_-117.57
5348,33.945,-84.144,2.409090909090909,33.945_-84.144
27977,37.473,-77.526,1.9743589743589745,37.473_-77.526
23984,40.768,-73.28,2.0,40.768_-73.28
13776,40.819,-73.891,2.272727272727273,40.819_-73.891
6895,34.153,-118.365,2.055555555555556,34.153_-118.365
8800,37.234,-77.396,2.210526315789474,37.234_-77.396
24457,35.029,-85.357,2.0,35.029_-85.357
21576,47.733,-122.346,2.0,47.733_-122.346
8947,37.347,-121.92,2.111111111111111,37.347_-121.92
8273,36.111,-86.723,2.2285714285714286,36.111_-86.723
9365,37.648,-122.097,2.0491803278688523,37.648_-122.097
9541,37.739,-121.59,2.048387096774193,37.739_-121.59
6088,34.049,-81.123,2.1,34.049_-81.123
15736,43.054,-76.153,2.2,43.054_-76.153
3305,32.916000000000004,-96.86,2.264705882352941,32.916000000000004_-96.86
17220,47.968,-122.198,2.3157894736842106,47.968_-122.198
7847,35.264,-80.876,2.193548387096774,35.264_-80.876
17094,47.548,-122.313,2.4375,47.548_-122.313
8297,36.14,-86.733,2.1547619047619047,36.14_-86.733
23182,34.652,-120.183,2.0,34.652_-120.183
23697,33.848,-117.965,2.0,33.848_-117.965
16662,45.473,-122.566,2.15,45.473_-122.566
19852,34.331,-118.507,2.0,34.331_-118.507
2663,32.716,-117.118,2.024390243902439,32.716_-117.118
28288,38.611,-121.426,1.6470588235294117,38.611_-121.426
21466,34.136,-117.472,2.0,34.136_-117.472
22402,35.121,-89.869,2.0,35.121_-89.869
26555,34.066,-117.483,2.0,34.066_-117.483
906,27.211,-80.33500000000001,2.125,27.211_-80.33500000000001
8747,37.132,-77.52,2.125,37.132_-77.52
1615,29.597,-95.373,2.210526315789474,29.597_-95.373
16920,45.635,-120.914,2.0625,45.635_-120.914
18322,39.234,-76.711,2.0,39.234_-76.711
17,25.568,-80.364,2.210526315789474,25.568_-80.364
3490,33.118,-117.32,2.126984126984127,33.118_-117.32
104,25.748,-80.322,2.782608695652174,25.748_-80.322
23737,44.051,-121.308,2.0,44.051_-121.308
20124,41.736,-72.741,2.0,41.736_-72.741
10450,38.632,-75.772,3.263157894736842,38.632_-75.772
16059,44.88,-93.297,2.0625,44.88_-93.297
14762,41.845,-87.958,2.565217391304348,41.845_-87.958
367,25.901,-80.386,2.2564102564102564,25.901_-80.386
16416,45.075,-93.053,2.1794871794871797,45.075_-93.053
20039,33.914,-117.442,2.0,33.914_-117.442
8225,36.059,-86.68,2.05,36.059_-86.68
5845,34.03,-117.673,2.037735849056604,34.03_-117.673
9414,37.685,-122.13,2.0943396226415096,37.685_-122.13
9594,37.766,-122.406,2.0294117647058822,37.766_-122.406
22874,37.711,-120.849,2.0,37.711_-120.849
12222,39.776,-104.99,2.4444444444444446,39.776_-104.99
4363,33.771,-117.993,2.0285714285714285,33.771_-117.993
933,27.382,-82.447,2.0294117647058822,27.382_-82.447
16735,45.513,-122.69,2.1739130434782608,45.513_-122.69
18531,34.133,-117.679,2.0,34.133_-117.679
6725,34.134,-117.631,2.0526315789473686,34.134_-117.631
23695,37.891,-122.152,2.0,37.891_-122.152
486,25.972,-80.23,2.0476190476190474,25.972_-80.23
7970,35.469,-80.58500000000001,2.1052631578947367,35.469_-80.58500000000001
11996,39.53,-76.182,2.1785714285714284,39.53_-76.182
1161,28.057,-82.354,2.3076923076923075,28.057_-82.354
6546,34.09,-118.24,2.224489795918368,34.09_-118.24
16175,44.952,-93.087,2.192982456140351,44.952_-93.087
10493,38.652,-77.31700000000001,2.269230769230769,38.652_-77.31700000000001
6022,34.039,-118.301,2.021276595744681,34.039_-118.301
4447,33.784,-84.391,2.2432432432432434,33.784_-84.391
19129,32.443,-93.718,2.0,32.443_-93.718
10817,38.852,-77.796,2.055555555555556,38.852_-77.796
5851,34.03,-117.624,2.125,34.03_-117.624
12109,39.695,-75.621,2.5,39.695_-75.621
24834,45.75,-94.998,2.0,45.75_-94.998
27679,33.494,-112.118,1.391304347826087,33.494_-112.118
8602,36.894,-76.233,2.129032258064516,36.894_-76.233
8581,36.855,-121.632,2.026315789473684,36.855_-121.632
28011,37.548,-122.292,1.963302752293578,37.548_-122.292
10345,38.575,-121.416,2.0083333333333333,38.575_-121.416
11228,39.011,-76.406,2.125,39.011_-76.406
344,25.883,-80.209,2.0350877192982457,25.883_-80.209
9698,37.825,-122.305,2.021276595744681,37.825_-122.305
19709,39.21,-120.784,2.0,39.21_-120.784
9754,37.861,-122.211,2.0526315789473686,37.861_-122.211
19734,29.818,-95.378,2.0,29.818_-95.378
27942,37.369,-121.927,1.8823529411764703,37.369_-121.927
10724,38.811,-77.22200000000001,2.25,38.811_-77.22200000000001
21488,25.687,-80.39,2.0,25.687_-80.39
13073,40.633,-74.016,2.125,40.633_-74.016
10840,38.861,-77.877,2.076923076923077,38.861_-77.877
26912,44.645,-93.296,2.0,44.645_-93.296
4737,33.855000000000004,-117.787,2.136363636363636,33.855000000000004_-117.787
3748,33.462,-112.198,2.215686274509804,33.462_-112.198
3396,32.952,-97.311,2.823529411764706,32.952_-97.311
17954,32.787,-117.115,2.0,32.787_-117.115
6082,34.049,-118.265,2.0545454545454547,34.049_-118.265
8246,36.072,-86.69200000000001,2.210526315789474,36.072_-86.69200000000001
10650,38.773,-90.312,2.6666666666666665,38.773_-90.312
21198,38.404,-78.906,2.0,38.404_-78.906
21380,34.051,-118.091,2.0,34.051_-118.091
23836,25.717,-80.383,2.0,25.717_-80.383
17386,37.648,-122.092,2.0,37.648_-122.092
112,25.751,-80.321,2.0625,25.751_-80.321
25981,32.909,-96.736,2.0,32.909_-96.736
9527,37.732,-122.433,2.051282051282051,37.732_-122.433
22829,36.982,-121.965,2.0,36.982_-121.965
7843,35.262,-80.855,2.142857142857143,35.262_-80.855
23299,34.001,-117.166,2.0,34.001_-117.166
23746,33.865,-118.198,2.0,33.865_-118.198
10523,38.67,-121.546,2.03125,38.67_-121.546
7011,34.17,-118.606,2.010204081632653,34.17_-118.606
24907,37.75,-77.458,2.0,37.75_-77.458
14204,41.194,-73.196,2.1785714285714284,41.194_-73.196
9964,38.054,-121.372,2.074074074074074,38.054_-121.372
3481,33.09,-117.081,2.0476190476190474,33.09_-117.081
25564,38.638,-121.524,2.0,38.638_-121.524
21535,37.701,-121.855,2.0,37.701_-121.855
10223,38.505,-90.683,2.3043478260869565,38.505_-90.683
26324,37.018,-122.028,2.0,37.018_-122.028
20063,34.067,-117.983,2.0,34.067_-117.983
20410,33.749,-118.262,2.0,33.749_-118.262
20504,25.807,-80.29,2.0,25.807_-80.29
27536,31.777,-106.423,1.375,31.777_-106.423
19833,40.851,-74.016,2.0,40.851_-74.016
9073,37.453,-120.802,2.0303030303030303,37.453_-120.802
13710,40.794,-73.82600000000001,2.0588235294117645,40.794_-73.82600000000001
14066,41.028,-73.603,2.129032258064516,41.028_-73.603
2120,30.265,-90.984,3.076923076923077,30.265_-90.984
21467,34.903,-118.165,2.0,34.903_-118.165
22789,33.889,-118.189,2.0,33.889_-118.189
2650,32.712,-97.321,2.0476190476190474,32.712_-97.321
19197,42.933,-74.321,2.0,42.933_-74.321
20428,34.119,-117.796,2.0,34.119_-117.796
14938,41.948,-74.027,2.0625,41.948_-74.027
17996,34.895,-118.92,2.0,34.895_-118.92
920,27.298,-80.416,2.111111111111111,27.298_-80.416
10591,38.718,-90.3,2.4705882352941178,38.718_-90.3
4161,33.714,-84.267,2.5476190476190474,33.714_-84.267
10858,38.866,-76.992,2.2181818181818183,38.866_-76.992
25947,34.12,-117.891,2.0,34.12_-117.891
1443,28.57,-81.266,2.4705882352941178,28.57_-81.266
5971,34.036,-118.276,2.761904761904762,34.036_-118.276
7450,34.698,-117.208,2.136363636363636,34.698_-117.208
9927,38.012,-121.872,2.1463414634146343,38.012_-121.872
3536,33.169000000000004,-117.218,2.05,33.169000000000004_-117.218
15728,43.048,-78.991,2.0384615384615383,43.048_-78.991
19798,38.668,-121.373,2.0,38.668_-121.373
9515,37.72,-121.656,2.130841121495327,37.72_-121.656
25120,40.071,-75.155,2.0,40.071_-75.155
13195,40.688,-73.593,2.111111111111111,40.688_-73.593
28181,38.019,-121.938,1.913333333333333,38.019_-121.938
589,26.093,-80.227,2.0476190476190474,26.093_-80.227
24040,35.271,-80.83800000000001,2.0,35.271_-80.83800000000001
7814,35.244,-80.97,2.125,35.244_-80.97
25812,34.216,-119.034,2.0,34.216_-119.034
15244,42.341,-87.964,2.65,42.341_-87.964
23813,34.021,-117.339,2.0,34.021_-117.339
14016,40.959,-73.741,2.129032258064516,40.959_-73.741
9282,37.597,-121.947,2.1956521739130435,37.597_-121.947
18268,35.231,-80.83500000000001,2.0,35.231_-80.83500000000001
7927,35.365,-80.828,2.0869565217391304,35.365_-80.828
18827,34.12,-117.829,2.0,34.12_-117.829
7404,34.495,-118.624,2.204081632653061,34.495_-118.624
16487,45.185,-117.991,2.046511627906977,45.185_-117.991
14071,41.036,-73.676,2.27027027027027,41.036_-73.676
5698,34.02,-118.189,2.1846153846153844,34.02_-118.189
11589,39.152,-76.646,2.311111111111111,39.152_-76.646
1975,29.981,-81.46000000000001,2.096774193548387,29.981_-81.46000000000001
23399,40.965,-111.891,2.0,40.965_-111.891
24772,30.632,-88.119,2.0,30.632_-88.119
23781,32.705,-96.841,2.0,32.705_-96.841
14620,41.769,-72.673,2.1041666666666665,41.769_-72.673
12973,40.539,-74.339,2.111111111111111,40.539_-74.339
24752,38.232,-77.499,2.0,38.232_-77.499
10522,38.669,-77.259,2.046511627906977,38.669_-77.259
14164,41.143,-73.424,2.08,41.143_-73.424
1328,28.493,-81.46000000000001,2.008450704225352,28.493_-81.46000000000001
8495,36.767,-76.363,2.189189189189189,36.767_-76.363
2481,32.648,-96.777,2.3181818181818183,32.648_-96.777
24698,37.123,-76.509,2.0,37.123_-76.509
24267,35.347,-80.858,2.0,35.347_-80.858
8655,36.967,-76.415,2.388059701492537,36.967_-76.415
3296,32.912,-96.877,2.4375,32.912_-96.877
18607,32.757,-96.81,2.0,32.757_-96.81
18371,36.105,-86.671,2.0,36.105_-86.671
23477,33.1,-117.309,2.0,33.1_-117.309
8899,37.324,-121.893,2.0625,37.324_-121.893
15126,42.259,-88.16,2.6875,42.259_-88.16
13372,40.722,-112.047,2.1818181818181817,40.722_-112.047
22644,33.756,-117.857,2.0,33.756_-117.857
4941,33.879,-117.563,2.4324324324324325,33.879_-117.563
17278,34.036,-117.15,2.0,34.036_-117.15
11862,39.378,-120.102,2.0454545454545454,39.378_-120.102
4975,33.883,-117.54,2.0303030303030303,33.883_-117.54
28172,37.994,-122.04,1.947368421052632,37.994_-122.04
2065,30.186,-81.642,2.346938775510204,30.186_-81.642
19822,34.201,-118.406,2.0,34.201_-118.406
22624,44.971,-117.88,2.0,44.971_-117.88
26132,39.758,-75.127,2.0,39.758_-75.127
11215,39.008,-78.301,2.1052631578947367,39.008_-78.301
1120,27.996,-82.58200000000001,2.037735849056604,27.996_-82.58200000000001
12559,39.978,-76.662,2.375,39.978_-76.662
27016,34.102000000000004,-118.197,2.0,34.102000000000004_-118.197
18629,33.524,-117.668,2.0,33.524_-117.668
14941,41.953,-72.601,2.090909090909091,41.953_-72.601
10271,38.546,-77.345,2.123076923076923,38.546_-77.345
2822,32.762,-96.775,2.491228070175439,32.762_-96.775
7333,34.369,-118.501,2.088235294117647,34.369_-118.501
9113,37.495,-122.23,2.0526315789473686,37.495_-122.23
7063,34.186,-118.474,2.0793650793650795,34.186_-118.474
22470,28.551,-81.542,2.0,28.551_-81.542
23689,32.755,-117.236,2.0,32.755_-117.236
19001,30.349,-97.541,2.0,30.349_-97.541
10635,38.768,-90.411,2.4705882352941178,38.768_-90.411
17226,48.055,-122.185,2.375,48.055_-122.185
2724,32.739,-117.179,2.05,32.739_-117.179
16139,44.948,-92.857,2.071428571428572,44.948_-92.857
23094,34.293,-118.414,2.0,34.293_-118.414
4859,33.873,-118.211,2.1666666666666665,33.873_-118.211
18476,29.738,-95.522,2.0,29.738_-95.522
10220,38.5,-121.451,2.027027027027027,38.5_-121.451
17124,47.589,-122.236,2.117647058823529,47.589_-122.236
9562,37.748,-121.138,2.238095238095238,37.748_-121.138
17413,32.811,-96.807,2.0,32.811_-96.807
5182,33.921,-118.179,2.095238095238096,33.921_-118.179
4683,33.848,-117.535,2.0531914893617023,33.848_-117.535
25935,37.412,-121.985,2.0,37.412_-121.985
5912,34.033,-118.029,2.240740740740741,34.033_-118.029
18161,36.176,-86.801,2.0,36.176_-86.801
9460,37.701,-122.026,2.027027027027027,37.701_-122.026
14894,41.904,-72.635,2.235294117647059,41.904_-72.635
19909,37.912,-122.067,2.0,37.912_-122.067
7742,35.201,-118.525,2.0689655172413794,35.201_-118.525
6148,34.056,-118.004,2.128205128205128,34.056_-118.004
12372,39.865,-75.105,2.511627906976744,39.865_-75.105
4094,33.688,-117.902,2.25,33.688_-117.902
4926,33.877,-118.141,2.076923076923077,33.877_-118.141
14376,41.551,-87.786,2.5,41.551_-87.786
16113,44.933,-93.275,2.0303030303030303,44.933_-93.275
20988,29.152,-81.083,2.0,29.152_-81.083
3692,33.437,-112.109,2.076923076923077,33.437_-112.109
13664,40.775,-74.153,2.411764705882353,40.775_-74.153
10143,38.391,-82.44200000000001,2.117647058823529,38.391_-82.44200000000001
7383,34.454,-118.421,2.125,34.454_-118.421
13752,40.809,-73.903,2.380952380952381,40.809_-73.903
3750,33.462,-112.179,2.1621621621621623,33.462_-112.179
25457,35.236000000000004,-80.839,2.0,35.236000000000004_-80.839
27420,28.605,-81.387,1.9583333333333333,28.605_-81.387
19824,34.135,-117.58,2.0,34.135_-117.58
2400,31.324,-89.33,2.111111111111111,31.324_-89.33
6933,34.155,-83.643,2.2857142857142856,34.155_-83.643
12809,40.241,-75.243,2.046511627906977,40.241_-75.243
12325,39.828,-86.034,2.303030303030303,39.828_-86.034
15432,42.433,-83.19,2.35,42.433_-83.19
2419,32.304,-90.246,2.136363636363636,32.304_-90.246
9967,38.057,-121.297,2.054054054054054,38.057_-121.297
22183,35.779,-78.613,2.0,35.779_-78.613
12052,39.62,-104.9,2.611111111111111,39.62_-104.9
21907,27.447,-82.58800000000001,2.0,27.447_-82.58800000000001
15593,42.749,-73.71300000000001,2.0625,42.749_-73.71300000000001
20532,32.221000000000004,-110.911,2.0,32.221000000000004_-110.911
17648,37.373,-121.928,2.0,37.373_-121.928
21663,40.722,-111.53,2.0,40.722_-111.53
9619,37.776,-122.237,2.25,37.776_-122.237
18069,39.125,-121.576,2.0,39.125_-121.576
1856,29.787,-95.564,2.130434782608696,29.787_-95.564
15456,42.462,-82.923,2.08,42.462_-82.923
7773,35.218,-80.827,2.0303030303030303,35.218_-80.827
25195,34.004,-117.066,2.0,34.004_-117.066
11571,39.133,-94.499,2.2419354838709675,39.133_-94.499
11927,39.413,-76.662,2.555555555555556,39.413_-76.662
26593,35.057,-80.81400000000001,2.0,35.057_-80.81400000000001
17630,43.089,-122.118,2.0,43.089_-122.118
7734,35.194,-80.767,2.028985507246377,35.194_-80.767
11447,39.091,-94.635,2.3181818181818183,39.091_-94.635
21720,30.004,-90.027,2.0,30.004_-90.027
5495,33.985,-118.281,2.025,33.985_-118.281
12452,39.914,-86.27,2.4347826086956523,39.914_-86.27
5446,33.975,-118.386,2.169811320754717,33.975_-118.386
23522,45.456,-122.58,2.0,45.456_-122.58
3759,33.462,-112.066,2.071428571428572,33.462_-112.066
22632,44.895,-93.248,2.0,44.895_-93.248
12720,40.092,-75.126,2.08,40.092_-75.126
13522,40.743,-73.833,2.242424242424242,40.743_-73.833
20368,45.689,-120.765,2.0,45.689_-120.765
10571,38.703,-121.364,2.036363636363636,38.703_-121.364
27001,29.967,-90.022,2.0,29.967_-90.022
19523,28.397,-81.406,2.0,28.397_-81.406
2762,32.749,-117.196,2.1052631578947367,32.749_-117.196
9321,37.622,-77.551,2.1923076923076925,37.622_-77.551
4547,33.813,-118.299,2.024390243902439,33.813_-118.299
22193,33.45,-117.136,2.0,33.45_-117.136
26437,25.746,-80.368,2.0,25.746_-80.368
11564,39.127,-94.498,2.3972602739726026,39.127_-94.498
17394,34.073,-117.618,2.0,34.073_-117.618
18654,45.068,-93.298,2.0,45.068_-93.298
26661,30.458,-81.641,2.0,30.458_-81.641
14398,41.567,-87.319,2.1333333333333333,41.567_-87.319
7776,35.22,-80.83200000000001,2.111111111111111,35.22_-80.83200000000001
12311,39.82,-104.979,2.9166666666666665,39.82_-104.979
10981,38.905,-77.015,2.117647058823529,38.905_-77.015
22960,34.067,-117.431,2.0,34.067_-117.431
11569,39.132,-76.643,2.1,39.132_-76.643
21602,39.904,-86.071,2.0,39.904_-86.071
3779,33.466,-112.111,2.125,33.466_-112.111
9008,37.387,-121.983,2.05,37.387_-121.983
90,25.733,-80.316,2.0166666666666666,25.733_-80.316
19902,42.496,-83.53,2.0,42.496_-83.53
18116,28.331,-81.589,2.0,28.331_-81.589
5791,34.028,-118.23,2.020618556701031,34.028_-118.23
11214,39.008,-93.963,2.1875,39.008_-93.963
6268,34.066,-117.228,2.1923076923076925,34.066_-117.228
5077,33.904,-118.185,2.125,33.904_-118.185
11572,39.134,-84.533,2.333333333333333,39.134_-84.533
10287,38.554,-121.69,2.0357142857142856,38.554_-121.69
16775,45.528,-122.666,2.2268041237113403,45.528_-122.666
12988,40.556,-74.32000000000001,2.0526315789473686,40.556_-74.32000000000001
17854,45.328,-93.562,2.0,45.328_-93.562
8901,37.324,-121.888,2.064516129032258,37.324_-121.888
4192,33.728,-117.835,2.363636363636364,33.728_-117.835
11020,38.92,-76.85300000000001,2.48,38.92_-76.85300000000001
28130,37.819,-121.994,1.948717948717949,37.819_-121.994
8322,36.151,-86.858,2.0526315789473686,36.151_-86.858
10682,38.794,-77.054,2.25,38.794_-77.054
3567,33.226,-97.173,2.621621621621621,33.226_-97.173
20565,25.809,-80.31400000000001,2.0,25.809_-80.31400000000001
22792,33.972,-118.074,2.0,33.972_-118.074
1227,28.324,-80.772,2.032258064516129,28.324_-80.772
6063,34.045,-118.935,2.294117647058824,34.045_-118.935
21872,28.148,-82.408,2.0,28.148_-82.408
586,26.092,-80.22500000000001,2.0689655172413794,26.092_-80.22500000000001
26115,33.932,-81.291,2.0,33.932_-81.291
20184,40.707,-111.904,2.0,40.707_-111.904
13564,40.752,-74.112,2.2,40.752_-74.112
10834,38.86,-77.357,2.032258064516129,38.86_-77.357
17388,38.496,-121.436,2.0,38.496_-121.436
2558,32.675,-97.178,2.55,32.675_-97.178
5415,33.966,-118.122,2.08,33.966_-118.122
22114,37.54,-122.284,2.0,37.54_-122.284
6186,34.061,-117.181,2.1,34.061_-117.181
5501,33.987,-118.399,2.054054054054054,33.987_-118.399
6496,34.081,-117.717,2.1595744680851063,34.081_-117.717
15789,43.189,-77.504,2.4444444444444446,43.189_-77.504
3611,33.382,-111.968,2.103448275862069,33.382_-111.968
13990,40.918,-74.08800000000001,2.1666666666666665,40.918_-74.08800000000001
20315,34.18,-117.185,2.0,34.18_-117.185
949,27.431,-82.57600000000001,2.129032258064516,27.431_-82.57600000000001
16342,45.035,-92.863,2.21875,45.035_-92.863
17949,32.718,-117.098,2.0,32.718_-117.098
11296,39.019,-76.859,2.125,39.019_-76.859
19713,25.967,-80.32900000000001,2.0,25.967_-80.32900000000001
26864,44.862,-93.21,2.0,44.862_-93.21
16741,45.515,-122.696,2.109090909090909,45.515_-122.696
24898,37.711,-122.128,2.0,37.711_-122.128
6796,34.143,-118.739,2.260869565217391,34.143_-118.739
5261,33.931,-118.391,2.022222222222222,33.931_-118.391
17018,47.239,-122.408,2.35,47.239_-122.408
6017,34.038000000000004,-117.551,2.027027027027027,34.038000000000004_-117.551
9792,37.89,-121.57,2.1578947368421053,37.89_-121.57
17425,25.714,-80.415,2.0,25.714_-80.415
6493,34.081,-118.225,2.090909090909091,34.081_-118.225
25715,33.783,-118.092,2.0,33.783_-118.092
16639,45.443,-122.743,2.0625,45.443_-122.743
22982,33.814,-117.512,2.0,33.814_-117.512
18297,33.779,-117.878,2.0,33.779_-117.878
4354,33.769,-117.917,2.152173913043478,33.769_-117.917
26048,44.498,-117.37,2.0,44.498_-117.37
2330,30.471,-91.11,2.111111111111111,30.471_-91.11
21547,25.782,-80.319,2.0,25.782_-80.319
12074,39.643,-106.374,3.0625,39.643_-106.374
16017,44.859,-93.356,2.102564102564102,44.859_-93.356
19362,42.963,-112.429,2.0,42.963_-112.429
4770,33.859,-117.537,2.290322580645161,33.859_-117.537
18328,37.865,-121.668,2.0,37.865_-121.668
21483,44.948,-92.936,2.0,44.948_-92.936
10042,38.212,-122.55,2.1052631578947367,38.212_-122.55
2398,30.756,-85.63,2.1,30.756_-85.63
5288,33.937,-118.28,2.034482758620689,33.937_-118.28
3508,33.131,-117.328,2.044776119402985,33.131_-117.328
22679,43.674,-121.501,2.0,43.674_-121.501
2880,32.773,-117.127,2.1739130434782608,32.773_-117.127
22467,40.507,-111.414,2.0,40.507_-111.414
8262,36.093,-80.233,2.111111111111111,36.093_-80.233
5823,34.03,-118.442,2.076923076923077,34.03_-118.442
6137,34.055,-118.004,2.1,34.055_-118.004
6142,34.056,-118.257,2.032258064516129,34.056_-118.257
19259,38.22,-78.987,2.0,38.22_-78.987
12404,39.881,-104.988,2.357142857142857,39.881_-104.988
18957,25.9,-80.167,2.0,25.9_-80.167
23848,25.963,-80.147,2.0,25.963_-80.147
27312,28.185,-82.354,1.9615384615384612,28.185_-82.354
15533,42.529,-83.117,2.212121212121212,42.529_-83.117
8081,35.781,-78.703,2.117647058823529,35.781_-78.703
13061,40.626,-74.244,2.111111111111111,40.626_-74.244
23174,45.392,-118.326,2.0,45.392_-118.326
23700,40.909,-73.787,2.0,40.909_-73.787
21131,32.766,-117.13,2.0,32.766_-117.13
23124,40.327,-111.735,2.0,40.327_-111.735
6872,34.152,-118.358,2.3076923076923075,34.152_-118.358
7462,34.752,-86.75,2.0526315789473686,34.752_-86.75
17696,35.597,-119.211,2.0,35.597_-119.211
13582,40.756,-73.621,2.388888888888889,40.756_-73.621
27236,25.808,-80.265,1.9894736842105265,25.808_-80.265
6586,34.103,-117.536,2.0416666666666665,34.103_-117.536
18794,33.894,-117.5,2.0,33.894_-117.5
19422,38.482,-121.409,2.0,38.482_-121.409
16491,45.204,-93.375,2.15,45.204_-93.375
18112,34.037,-117.322,2.0,34.037_-117.322
6450,34.074,-117.75,2.025,34.074_-117.75
16602,45.389,-118.321,2.1538461538461537,45.389_-118.321
8754,37.145,-121.646,2.05,37.145_-121.646
12307,39.815,-75.45400000000001,2.260869565217391,39.815_-75.45400000000001
9497,37.711,-77.79,2.074074074074074,37.711_-77.79
14670,41.799,-87.632,2.85,41.799_-87.632
5387,33.959,-118.282,2.0277777777777777,33.959_-118.282
22105,30.167,-97.79,2.0,30.167_-97.79
20358,37.65,-77.61,2.0,37.65_-77.61
26570,33.69,-117.175,2.0,33.69_-117.175
9416,37.685,-121.66,2.125,37.685_-121.66
18019,40.554,-123.182,2.0,40.554_-123.182
21330,44.965,-93.267,2.0,44.965_-93.267
6289,34.067,-117.567,2.026315789473684,34.067_-117.567
6531,34.087,-117.666,2.0763358778625958,34.087_-117.666
5749,34.025,-118.206,2.057471264367816,34.025_-118.206
11311,39.025,-77.392,2.833333333333333,39.025_-77.392
27935,37.361,-121.904,1.8775510204081636,37.361_-121.904
21066,39.988,-75.254,2.0,39.988_-75.254
27341,28.333,-81.48,1.9577464788732395,28.333_-81.48
9086,37.47,-122.159,2.083333333333333,37.47_-122.159
22404,34.211,-118.216,2.0,34.211_-118.216
28250,38.506,-121.458,1.9056603773584904,38.506_-121.458
13741,40.805,-73.242,2.0476190476190474,40.805_-73.242
6527,34.087,-117.675,2.064516129032258,34.087_-117.675
4650,33.842,-118.091,2.15,33.842_-118.091
3235,32.888,-96.706,2.1052631578947367,32.888_-96.706
23330,38.662,-121.359,2.0,38.662_-121.359
19449,34.06,-118.002,2.0,34.06_-118.002
16981,47.102,-122.597,2.4375,47.102_-122.597
1278,28.436,-81.405,2.0108108108108107,28.436_-81.405
17177,47.668,-122.322,2.25,47.668_-122.322
